,지점,지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온일자,평균최저기온(℃),최저기온(℃),최저기온일자
2861,105,강릉,1994-02,2.0,6.8,14.0,1994-02-18,-2.1,-9.4,1994-02-10
2862,105,강릉,1994-03,5.2,9.3,16.9,1994-03-30,1.2,-3.9,1994-03-10
2863,105,강릉,1994-04,13.8,18.9,25.7,1994-04-28,8.5,0.9,1994-04-09
2864,105,강릉,1994-05,18.3,23.2,30.8,1994-05-22,13.7,8.8,1994-05-19
2865,105,강릉,1994-06,21.2,25.6,32.2,1994-06-29,16.5,11.5,1994-06-21
2866,105,강릉,1994-07,28.0,32.3,39.3,1994-07-13,24.1,19.3,1994-07-01
2867,105,강릉,1994-08,27.2,31.6,38.9,1994-08-06,23.4,16.8,1994-08-23
2868,105,강릉,1994-09,21.2,25.8,34.0,1994-09-04,17.1,12.0,1994-09-28
2869,105,강릉,1994-10,15.4,19.7,25.0,1994-10-06,11.3,5.4,1994-10-31
2870,105,강릉,1994-11,10.9,15.9,23.9,1994-11-09,6.7,0.8,1994-11-27
2871,105,강릉,1994-12,4.6,9.3,20.2,1994-12-01,0.4,-9.6,1994-12-16
2872,105,강릉,1995-01,0.8,5.6,14.2,1995-01-07,-3.5,-10.0,1995-01-30
2873,105,강릉,1995-02,2.8,7.7,14.8,1995-02-11,-1.2,-6.3,1995-02-01
2874,105,강릉,1995-03,6.0,10.4,17.2,1995-03-07,1.8,-2.0,1995-03-02
2875,105,강릉,1995-04,12.9,18.3,25.0,1995-04-25,7.4,1.4,1995-04-01
2876,105,강릉,1995-05,17.3,22.5,32.4,1995-05-09,11.9,7.1,1995-05-13
2877,105,강릉,1995-06,18.7,22.1,29.7,1995-06-29,15.1,10.6,1995-06-05
2878,105,강릉,1995-07,25.3,29.2,36.5,1995-07-26,21.6,15.9,1995-07-18
2879,105,강릉,1995-08,26.8,31.0,35.8,1995-08-14,23.0,16.5,1995-08-28
2880,105,강릉,1995-09,19.7,24.1,32.6,1995-09-02,15.5,10.6,1995-09-17
2881,105,강릉,1995-10,16.2,21.3,31.2,1995-10-14,11.4,3.7,1995-10-31
2882,105,강릉,1995-11,9.0,14.6,22.5,1995-11-06,4.0,-2.1,1995-11-24
2883,105,강릉,1995-12,2.1,7.3,12.3,1995-12-02,-1.9,-9.2,1995-12-30
2884,105,강릉,1996-01,0.6,5.6,11.3,1996-01-13,-3.6,-10.0,1996-01-09
2885,105,강릉,1996-02,0.8,5.5,19.1,1996-02-13,-3.6,-12.0,1996-02-02
2886,105,강릉,1996-03,4.8,9.7,16.6,1996-03-14,0.2,-5.9,1996-03-12
2887,105,강릉,1996-04,12.4,17.1,31.7,1996-04-27,7.2,-1.1,1996-04-02
2888,105,강릉,1996-05,16.5,21.5,31.7,1996-05-25,11.5,7.4,1996-05-15
2889,105,강릉,1996-06,19.6,23.2,30.5,1996-06-02,16.3,12.8,1996-06-05
2890,105,강릉,1996-07,23.6,27.3,35.7,1996-07-29,20.6,14.6,1996-07-10
2891,105,강릉,1996-08,23.6,27.4,34.0,1996-08-12,20.6,15.2,1996-08-24
2892,105,강릉,1996-09,20.6,25.4,30.6,1996-09-11,16.5,12.4,1996-09-21
2893,105,강릉,1996-10,15.1,19.9,26.1,1996-10-29,11.1,4.8,1996-10-26
2894,105,강릉,1996-11,8.0,12.4,19.6,1996-11-05,4.1,-5.6,1996-11-30
2895,105,강릉,1996-12,4.0,8.8,16.8,1996-12-29,-0.2,-9.0,1996-12-01
2896,105,강릉,1997-01,0.1,5.0,13.2,1997-01-01,-3.9,-10.1,1997-01-21
2897,105,강릉,1997-02,2.7,7.5,17.7,1997-02-24,-1.8,-5.9,1997-02-22
2898,105,강릉,1997-03,7.6,12.8,22.1,1997-03-29,2.6,-2.4,1997-03-23
2899,105,강릉,1997-04,13.6,18.1,27.3,1997-04-27,9.3,5.1,1997-04-18
2900,105,강릉,1997-05,17.2,21.6,28.3,1997-05-01,12.7,6.9,1997-05-09
2901,105,강릉,1997-06,21.5,25.5,35.2,1997-06-24,17.4,13.8,1997-06-05
2902,105,강릉,1997-07,25.5,29.6,36.2,1997-07-14,22.0,18.2,1997-07-18
2903,105,강릉,1997-08,25.4,29.4,35.6,1997-08-31,21.9,18.2,1997-08-15
2904,105,강릉,1997-09,19.3,23.7,35.8,1997-09-01,15.3,11.3,1997-09-24
2905,105,강릉,1997-10,15.3,20.7,28.6,1997-10-23,9.7,-0.5,1997-10-31
2906,105,강릉,1997-11,10.1,14.4,21.6,1997-11-11,6.1,-0.9,1997-11-18
2907,105,강릉,1997-12,3.7,7.8,15.4,1997-12-19,0.1,-9.5,1997-12-10
2908,105,강릉,1998-01,0.4,4.3,10.8,1998-01-03,-3.5,-13.1,1998-01-24
2909,105,강릉,1998-02,3.6,8.0,15.9,1998-02-12,-0.4,-4.6,1998-02-09
2910,105,강릉,1998-03,9.4,14.4,27.1,1998-03-29,4.4,-1.3,1998-03-15
2911,105,강릉,1998-04,15.2,19.9,33.6,1998-04-20,10.7,1.7,1998-04-02
2912,105,강릉,1998-05,18.9,23.9,30.3,1998-05-22,13.5,7.2,1998-05-04
2913,105,강릉,1998-06,19.7,23.0,33.3,1998-06-27,16.6,9.3,1998-06-07
2914,105,강릉,1998-07,22.8,25.3,34.1,1998-07-07,20.4,16.1,1998-07-18
2915,105,강릉,1998-08,24.4,28.1,33.8,1998-08-12,21.4,17.4,1998-08-29
2916,105,강릉,1998-09,22.0,26.4,33.8,1998-09-06,17.8,13.6,1998-09-17
2917,105,강릉,1998-10,17.4,21.8,26.6,1998-10-03,13.2,6.8,1998-10-20
2918,105,강릉,1998-11,9.6,14.5,24.4,1998-11-15,5.1,-3.7,1998-11-19
2919,105,강릉,1998-12,5.5,9.9,16.6,1998-12-18,2.0,-2.7,1998-12-10
2920,105,강릉,1999-01,2.6,7.3,13.5,1999-01-05,-1.2,-9.6,1999-01-09
2921,105,강릉,1999-02,3.8,8.1,14.4,1999-02-17,-0.1,-8.8,1999-02-03
